src,dst,path_idx,path_hops,demand_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
0,1,0,q_r1_r5 | q_r5_r7 | q_r7_r2,22.2191,48000,48000,0,0.00
0,1,1,q_r1_r3 | q_r3_r7 | q_r7_r2,22.2191,1855500,1855500,0,0.00
0,1,2,q_r1_r5 | q_r5_r15 | q_r15_r2,22.2191,3654000,3654000,0,0.00
0,2,0,q_r1_r3,62.7125,15679500,15679500,0,0.00
0,4,0,q_r1_r5,48.2089,11983500,11983500,0,0.00
0,4,1,q_r1_r3 | q_r3_r13 | q_r13_r5,48.2089,12000,12000,0,0.00
0,4,2,q_r1_r3 | q_r3_r7 | q_r7_r5,48.2089,36000,36000,0,0.00
0,4,3,q_r1_r16 | q_r16_r22 | q_r22_r19 | q_r19_r5,48.2089,22500,22500,0,0.00
0,6,0,q_r1_r5 | q_r5_r7,2.8535,223500,223500,0,0.00
0,6,1,q_r1_r3 | q_r3_r7,2.8535,490500,490500,0,0.00
0,7,0,q_r1_r5 | q_r5_r8,241.9675,24024000,24024000,0,0.00
0,7,1,q_r1_r3 | q_r3_r13 | q_r13_r8,241.9675,5140500,5140500,0,0.00
0,7,2,q_r1_r5 | q_r5_r13 | q_r13_r8,241.9675,31272000,31272000,0,0.00
0,7,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r8,241.9675,58500,58500,0,0.00
0,8,0,q_r1_r20 | q_r20_r9,438.2364,56046000,56043000,3000,0.01
0,8,1,q_r1_r10 | q_r10_r9,438.2364,23271000,23271000,0,0.00
0,8,2,q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,438.2364,28258500,28257000,1500,0.01
0,8,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,438.2364,1987500,1987500,0,0.00
0,9,0,q_r1_r10,1648.5160,409333500,409330500,3000,0.00
0,9,1,q_r1_r20 | q_r20_r9 | q_r9_r10,1648.5160,111000,111000,0,0.00
0,9,2,q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1648.5160,2152500,2152500,0,0.00
0,9,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1648.5160,534000,534000,0,0.00
0,10,0,q_r1_r5 | q_r5_r11,0.2138,25500,25500,0,0.00
0,10,2,q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,0.2138,30000,30000,0,0.00
0,11,0,q_r1_r5 | q_r5_r13 | q_r13_r12,478.9953,1420500,207000,1213500,85.43
0,11,1,q_r1_r3 | q_r3_r13 | q_r13_r12,478.9953,57826500,10233000,47593500,82.30
0,11,2,q_r1_r5 | q_r5_r15 | q_r15_r12,478.9953,60082500,23628000,36454500,60.67
0,11,3,q_r1_r16 | q_r16_r22 | q_r22_r15 | q_r15_r12,478.9953,423000,103500,319500,75.53
0,12,0,q_r1_r5 | q_r5_r13,41.7846,4606500,4606500,0,0.00
0,12,1,q_r1_r3 | q_r3_r13,41.7846,5838000,5838000,0,0.00
0,12,3,q_r1_r3 | q_r3_r7 | q_r7_r6 | q_r6_r13,41.7846,4500,4500,0,0.00
0,13,1,q_r1_r3 | q_r3_r7 | q_r7_r14,0.0165,4500,4500,0,0.00
0,14,0,q_r1_r5 | q_r5_r15,12.8631,3214500,3214500,0,0.00
0,15,0,q_r1_r16,8.1134,2029500,2029500,0,0.00
0,18,0,q_r1_r5 | q_r5_r19,1046.8957,246936000,246933000,3000,0.00
0,18,2,q_r1_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,1046.8957,12538500,12535500,3000,0.02
0,18,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r19,1046.8957,2251500,2251500,0,0.00
0,19,0,q_r1_r20,1506.6947,233922000,233919000,3000,0.00
0,19,1,q_r1_r10 | q_r10_r9 | q_r9_r20,1506.6947,61455000,61453500,1500,0.00
0,19,2,q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1506.6947,62395500,62391000,4500,0.01
0,19,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1506.6947,18903000,18901500,1500,0.01
0,21,1,q_r1_r5 | q_r5_r19 | q_r19_r22,1.0487,78000,76500,1500,1.92
0,21,2,q_r1_r3 | q_r3_r7 | q_r7_r22,1.0487,184500,183000,1500,0.81
1,0,1,q_r2_r7 | q_r7_r3 | q_r3_r1,10.0225,1771500,1771500,0,0.00
1,0,2,q_r2_r7 | q_r7_r5 | q_r5_r1,10.0225,735000,735000,0,0.00
1,2,0,q_r2_r7 | q_r7_r3,3.9325,963000,963000,0,0.00
1,2,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r3,3.9325,19500,19500,0,0.00
1,3,0,q_r2_r15 | q_r15_r5 | q_r5_r4,0.4772,4500,4500,0,0.00
1,3,1,q_r2_r7 | q_r7_r5 | q_r5_r4,0.4772,117000,117000,0,0.00
1,4,0,q_r2_r15 | q_r15_r5,13.7164,117000,117000,0,0.00
1,4,1,q_r2_r7 | q_r7_r5,13.7164,3313500,3313500,0,0.00
1,5,0,q_r2_r7 | q_r7_r6,1.1261,148500,148500,0,0.00
1,5,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r6,1.1261,133500,133500,0,0.00
1,6,0,q_r2_r7,20.9326,4867500,4867500,0,0.00
1,6,2,q_r2_r15 | q_r15_r5 | q_r5_r7,20.9326,342000,342000,0,0.00
1,6,3,q_r2_r15 | q_r15_r22 | q_r22_r7,20.9326,25500,25500,0,0.00
1,9,0,q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,98.7894,15000,15000,0,0.00
1,9,1,q_r2_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,98.7894,17032500,17031000,1500,0.01
1,9,2,q_r2_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,98.7894,7651500,7651500,0,0.00
1,10,3,q_r2_r7 | q_r7_r5 | q_r5_r11,0.0313,4500,4500,0,0.00
1,11,0,q_r2_r15 | q_r15_r12,0.1933,24000,6000,18000,75.00
1,11,2,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r12,0.1933,13500,4500,9000,66.67
1,11,3,q_r2_r7 | q_r7_r3 | q_r3_r13 | q_r13_r12,0.1933,10500,0,10500,100.00
1,12,1,q_r2_r7 | q_r7_r3 | q_r3_r13,0.6198,153000,153000,0,0.00
1,12,2,q_r2_r15 | q_r15_r12 | q_r12_r13,0.6198,3000,1500,1500,50.00
1,13,0,q_r2_r14,0.4316,13500,13500,0,0.00
1,13,1,q_r2_r7 | q_r7_r14,0.4316,63000,63000,0,0.00
1,13,2,q_r2_r15 | q_r15_r5 | q_r5_r7 | q_r7_r14,0.4316,33000,33000,0,0.00
1,14,0,q_r2_r15,13.2381,3301500,3301500,0,0.00
1,14,2,q_r2_r7 | q_r7_r5 | q_r5_r15,13.2381,6000,6000,0,0.00
1,15,0,q_r2_r15 | q_r15_r22 | q_r22_r16,2.9387,268500,268500,0,0.00
1,15,1,q_r2_r7 | q_r7_r22 | q_r22_r16,2.9387,466500,466500,0,0.00
1,16,0,q_r2_r15 | q_r15_r5 | q_r5_r19 | q_r19_r17,30.2525,610500,610500,0,0.00
1,16,1,q_r2_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,30.2525,5671500,5670000,1500,0.03
1,16,2,q_r2_r15 | q_r15_r22 | q_r22_r19 | q_r19_r17,30.2525,1129500,1129500,0,0.00
1,16,3,q_r2_r7 | q_r7_r5 | q_r5_r19 | q_r19_r17,30.2525,154500,153000,1500,0.97
1,17,0,q_r2_r15 | q_r15_r22 | q_r22_r18,0.8019,30000,28500,1500,5.00
1,17,1,q_r2_r7 | q_r7_r22 | q_r22_r18,0.8019,93000,91500,1500,1.61
1,17,2,q_r2_r7 | q_r7_r6 | q_r6_r18,0.8019,79500,78000,1500,1.89
1,18,0,q_r2_r15 | q_r15_r5 | q_r5_r19,102.4215,982500,981000,1500,0.15
1,18,1,q_r2_r7 | q_r7_r22 | q_r22_r19,102.4215,5841000,5839500,1500,0.03
1,18,2,q_r2_r15 | q_r15_r22 | q_r22_r19,102.4215,5758500,5757000,1500,0.03
1,18,3,q_r2_r7 | q_r7_r5 | q_r5_r19,102.4215,13026000,13024500,1500,0.01
1,20,0,q_r2_r15 | q_r15_r5 | q_r5_r4 | q_r4_r21,48.2736,2923500,2922000,1500,0.05
1,20,1,q_r2_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,48.2736,8946000,8943000,3000,0.03
1,20,3,q_r2_r14 | q_r14_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,48.2736,201000,201000,0,0.00
1,21,0,q_r2_r15 | q_r15_r22,3.1013,210000,208500,1500,0.71
1,21,1,q_r2_r7 | q_r7_r22,3.1013,567000,565500,1500,0.26
2,0,0,q_r3_r1,5747.7676,746506500,746499000,7500,0.00
2,0,1,q_r3_r13 | q_r13_r5 | q_r5_r1,5747.7676,276994500,276988500,6000,0.00
2,0,2,q_r3_r7 | q_r7_r5 | q_r5_r1,5747.7676,389142000,389133000,9000,0.00
2,0,3,q_r3_r13 | q_r13_r8 | q_r8_r5 | q_r5_r1,5747.7676,24303000,24303000,0,0.00
2,1,0,q_r3_r7 | q_r7_r2,24.8733,3178500,3178500,0,0.00
2,1,1,q_r3_r7 | q_r7_r14 | q_r14_r2,24.8733,9000,9000,0,0.00
2,1,2,q_r3_r13 | q_r13_r12 | q_r12_r15 | q_r15_r2,24.8733,157500,21000,136500,86.67
2,1,3,q_r3_r7 | q_r7_r22 | q_r22_r15 | q_r15_r2,24.8733,2877000,2877000,0,0.00
2,3,0,q_r3_r13 | q_r13_r5 | q_r5_r4,2.2368,97500,97500,0,0.00
2,3,1,q_r3_r7 | q_r7_r5 | q_r5_r4,2.2368,177000,177000,0,0.00
2,3,2,q_r3_r1 | q_r1_r5 | q_r5_r4,2.2368,279000,279000,0,0.00
2,3,3,q_r3_r13 | q_r13_r8 | q_r8_r5 | q_r5_r4,2.2368,9000,9000,0,0.00
2,4,0,q_r3_r13 | q_r13_r5,3008.0563,208579500,208576500,3000,0.00
2,4,1,q_r3_r7 | q_r7_r5,3008.0563,247425000,247422000,3000,0.00
2,4,2,q_r3_r1 | q_r1_r5,3008.0563,292596000,292591500,4500,0.00
2,4,3,q_r3_r13 | q_r13_r8 | q_r8_r5,3008.0563,3417000,3415500,1500,0.04
2,5,0,q_r3_r13 | q_r13_r6,4751.3975,446136000,446131500,4500,0.00
2,5,1,q_r3_r7 | q_r7_r6,4751.3975,512485500,512478000,7500,0.00
2,5,2,q_r3_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,4751.3975,131082000,131079000,3000,0.00
2,5,3,q_r3_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,4751.3975,98148000,98146500,1500,0.00
2,6,0,q_r3_r7,3030.5127,380167500,380163000,4500,0.00
2,6,1,q_r3_r13 | q_r13_r6 | q_r6_r7,3030.5127,54355500,54355500,0,0.00
2,6,2,q_r3_r1 | q_r1_r5 | q_r5_r7,3030.5127,100447500,100446000,1500,0.00
2,6,3,q_r3_r13 | q_r13_r5 | q_r5_r7,3030.5127,222660000,222657000,3000,0.00
2,7,0,q_r3_r13 | q_r13_r8,0.5663,120000,120000,0,0.00
2,7,2,q_r3_r13 | q_r13_r5 | q_r5_r8,0.5663,13500,12000,1500,11.11
2,7,3,q_r3_r1 | q_r1_r5 | q_r5_r8,0.5663,7500,7500,0,0.00
2,8,0,q_r3_r1 | q_r1_r20 | q_r20_r9,1.1542,244500,244500,0,0.00
2,8,1,q_r3_r1 | q_r1_r10 | q_r10_r9,1.1542,4500,4500,0,0.00
2,8,2,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,1.1542,16500,16500,0,0.00
2,8,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,1.1542,25500,25500,0,0.00
2,9,0,q_r3_r1 | q_r1_r10,61.5173,15189000,15187500,1500,0.01
2,9,1,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,61.5173,51000,51000,0,0.00
2,9,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,61.5173,141000,141000,0,0.00
2,10,0,q_r3_r13 | q_r13_r5 | q_r5_r11,2.1350,37500,37500,0,0.00
2,10,1,q_r3_r7 | q_r7_r22 | q_r22_r11,2.1350,96000,96000,0,0.00
2,10,2,q_r3_r1 | q_r1_r5 | q_r5_r11,2.1350,153000,153000,0,0.00
2,10,3,q_r3_r7 | q_r7_r5 | q_r5_r11,2.1350,250500,250500,0,0.00
2,11,0,q_r3_r13 | q_r13_r12,1.8567,33000,4500,28500,86.36
2,11,1,q_r3_r7 | q_r7_r22 | q_r22_r15 | q_r15_r12,1.8567,79500,16500,63000,79.25
2,11,2,q_r3_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,1.8567,111000,25500,85500,77.03
2,11,3,q_r3_r1 | q_r1_r5 | q_r5_r13 | q_r13_r12,1.8567,244500,27000,217500,88.96
2,12,0,q_r3_r13,4.6261,1152000,1150500,1500,0.13
2,12,3,q_r3_r7 | q_r7_r5 | q_r5_r13,4.6261,6000,6000,0,0.00
2,13,0,q_r3_r7 | q_r7_r14,0.0467,4500,4500,0,0.00
2,13,1,q_r3_r7 | q_r7_r2 | q_r2_r14,0.0467,3000,1500,1500,50.00
2,13,3,q_r3_r13 | q_r13_r5 | q_r5_r7 | q_r7_r14,0.0467,4500,3000,1500,33.33
2,14,0,q_r3_r13 | q_r13_r12 | q_r12_r15,143.1476,6588000,822000,5766000,87.52
2,14,1,q_r3_r7 | q_r7_r22 | q_r22_r15,143.1476,127500,126000,1500,1.18
2,14,2,q_r3_r13 | q_r13_r5 | q_r5_r15,143.1476,18472500,18471000,1500,0.01
2,14,3,q_r3_r1 | q_r1_r5 | q_r5_r15,143.1476,10600500,10600500,0,0.00
2,15,0,q_r3_r1 | q_r1_r16,6.2994,493500,493500,0,0.00
2,15,1,q_r3_r7 | q_r7_r22 | q_r22_r16,6.2994,297000,295500,1500,0.51
2,15,2,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,6.2994,343500,342000,1500,0.44
2,15,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r16,6.2994,444000,442500,1500,0.34
2,17,0,q_r3_r13 | q_r13_r6 | q_r6_r18,79.3901,11619000,11617500,1500,0.01
2,17,1,q_r3_r7 | q_r7_r22 | q_r22_r18,79.3901,4779000,4777500,1500,0.03
2,17,2,q_r3_r7 | q_r7_r6 | q_r6_r18,79.3901,3451500,3450000,1500,0.04
2,18,0,q_r3_r13 | q_r13_r5 | q_r5_r19,2693.2393,106659000,106656000,3000,0.00
2,18,1,q_r3_r7 | q_r7_r22 | q_r22_r19,2693.2393,136933500,136930500,3000,0.00
2,18,2,q_r3_r1 | q_r1_r5 | q_r5_r19,2693.2393,214218000,214213500,4500,0.00
2,18,3,q_r3_r7 | q_r7_r5 | q_r5_r19,2693.2393,215502000,215496000,6000,0.00
2,19,0,q_r3_r1 | q_r1_r20,4.0521,141000,141000,0,0.00
2,19,1,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,4.0521,147000,145500,1500,1.02
2,19,2,q_r3_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,4.0521,585000,583500,1500,0.26
2,19,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,4.0521,144000,142500,1500,1.04
2,20,0,q_r3_r1 | q_r1_r10 | q_r10_r21,2.3488,297000,295500,1500,0.51
2,20,1,q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,2.3488,49500,48000,1500,3.03
2,20,2,q_r3_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,2.3488,57000,55500,1500,2.63
2,20,3,q_r3_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,2.3488,187500,186000,1500,0.80
2,21,0,q_r3_r7 | q_r7_r22,29.3083,7167000,7164000,3000,0.04
2,21,3,q_r3_r13 | q_r13_r12 | q_r12_r15 | q_r15_r22,29.3083,162000,16500,145500,89.81
3,0,0,q_r4_r5 | q_r5_r1,54.2190,12849000,12849000,0,0.00
3,0,2,q_r4_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1,54.2190,6000,4500,1500,25.00
3,0,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,54.2190,700500,700500,0,0.00
3,1,0,q_r4_r5 | q_r5_r7 | q_r7_r2,16.1159,1704000,1704000,0,0.00
3,1,1,q_r4_r5 | q_r5_r15 | q_r15_r2,16.1159,2286000,2286000,0,0.00
3,1,3,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r2,16.1159,42000,40500,1500,3.57
3,2,0,q_r4_r5 | q_r5_r13 | q_r13_r3,0.9558,7500,7500,0,0.00
3,2,1,q_r4_r5 | q_r5_r7 | q_r7_r3,0.9558,49500,49500,0,0.00
3,2,2,q_r4_r5 | q_r5_r1 | q_r1_r3,0.9558,184500,184500,0,0.00
3,4,0,q_r4_r5,37.5429,9385500,9385500,0,0.00
3,5,0,q_r4_r5 | q_r5_r13 | q_r13_r6,0.2310,43500,43500,0,0.00
3,5,1,q_r4_r5 | q_r5_r7 | q_r7_r6,0.2310,10500,10500,0,0.00
3,5,3,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r6,0.2310,6000,6000,0,0.00
3,6,0,q_r4_r5 | q_r5_r7,1.4099,322500,322500,0,0.00
