src,dst,demand_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
0,1,22.2191,5557500,5557500,0,0.00
0,2,62.7125,15679500,15679500,0,0.00
0,4,48.2089,12054000,12054000,0,0.00
0,6,2.8535,714000,714000,0,0.00
0,7,241.9675,60495000,60495000,0,0.00
0,8,438.2364,109563000,109558500,4500,0.00
0,9,1648.5160,412131000,412128000,3000,0.00
0,10,0.2138,55500,55500,0,0.00
0,11,478.9953,119752500,34171500,85581000,71.46
0,12,41.7846,10449000,10449000,0,0.00
0,13,0.0165,4500,4500,0,0.00
0,14,12.8631,3214500,3214500,0,0.00
0,15,8.1134,2029500,2029500,0,0.00
0,18,1046.8957,261726000,261720000,6000,0.00
0,19,1506.6947,376675500,376665000,10500,0.00
0,21,1.0487,262500,259500,3000,1.14
1,0,10.0225,2506500,2506500,0,0.00
1,2,3.9325,982500,982500,0,0.00
1,3,0.4772,121500,121500,0,0.00
1,4,13.7164,3430500,3430500,0,0.00
1,5,1.1261,282000,282000,0,0.00
1,6,20.9326,5235000,5235000,0,0.00
1,9,98.7894,24699000,24697500,1500,0.01
1,10,0.0313,4500,4500,0,0.00
1,11,0.1933,48000,10500,37500,78.12
1,12,0.6198,156000,154500,1500,0.96
1,13,0.4316,109500,109500,0,0.00
1,14,13.2381,3307500,3307500,0,0.00
1,15,2.9387,735000,735000,0,0.00
1,16,30.2525,7566000,7563000,3000,0.04
1,17,0.8019,202500,198000,4500,2.22
1,18,102.4215,25608000,25602000,6000,0.02
1,20,48.2736,12070500,12066000,4500,0.04
1,21,3.1013,777000,774000,3000,0.39
2,0,5747.7676,1436946000,1436923500,22500,0.00
2,1,24.8733,6222000,6085500,136500,2.19
2,3,2.2368,562500,562500,0,0.00
2,4,3008.0563,752017500,752005500,12000,0.00
2,5,4751.3975,1187851500,1187835000,16500,0.00
2,6,3030.5127,757630500,757621500,9000,0.00
2,7,0.5663,141000,139500,1500,1.06
2,8,1.1542,291000,291000,0,0.00
2,9,61.5173,15381000,15379500,1500,0.01
2,10,2.1350,537000,537000,0,0.00
2,11,1.8567,468000,73500,394500,84.29
2,12,4.6261,1158000,1156500,1500,0.13
2,13,0.0467,12000,9000,3000,25.00
2,14,143.1476,35788500,30019500,5769000,16.12
2,15,6.2994,1578000,1573500,4500,0.29
2,17,79.3901,19849500,19845000,4500,0.02
2,18,2693.2393,673312500,673296000,16500,0.00
2,19,4.0521,1017000,1012500,4500,0.44
2,20,2.3488,591000,585000,6000,1.02
2,21,29.3083,7329000,7180500,148500,2.03
3,0,54.2190,13555500,13554000,1500,0.01
3,1,16.1159,4032000,4030500,1500,0.04
3,2,0.9558,241500,241500,0,0.00
3,4,37.5429,9385500,9385500,0,0.00
3,5,0.2310,60000,60000,0,0.00
3,6,1.4099,352500,352500,0,0.00
3,7,0.0346,10500,10500,0,0.00
3,8,1.6659,417000,417000,0,0.00
3,9,27.8001,6952500,6949500,3000,0.04
3,10,0.0164,4500,3000,1500,33.33
3,11,0.2571,66000,4500,61500,93.18
3,12,2.4888,624000,622500,1500,0.24
3,13,0.2224,58500,52500,6000,10.26
3,14,45.0207,11259000,11251500,7500,0.07
3,15,0.8825,222000,219000,3000,1.35
3,17,0.3462,85500,84000,1500,1.75
3,18,2.8995,727500,724500,3000,0.41
3,19,4.4019,1104000,1101000,3000,0.27
3,21,1.6181,408000,403500,4500,1.10
4,0,447.9751,111996000,111993000,3000,0.00
4,1,47.8308,11958000,11958000,0,0.00
4,2,100.3486,25089000,25089000,0,0.00
4,3,231.7613,57940500,57940500,0,0.00
4,5,131.6974,32926500,32926500,0,0.00
4,6,140.5895,35148000,35145000,3000,0.01
4,7,131.9389,32986500,32986500,0,0.00
4,8,3.9612,993000,991500,1500,0.15
4,9,57.9821,14494500,14494500,0,0.00
4,10,2.8862,721500,721500,0,0.00
4,11,289.2261,72310500,17107500,55203000,76.34
4,12,33.3164,8329500,8329500,0,0.00
4,13,0.5089,129000,129000,0,0.00
4,14,62.9775,15744000,15744000,0,0.00
4,15,61.0443,15262500,15262500,0,0.00
4,16,4.5970,1152000,1152000,0,0.00
4,17,23.8576,5967000,5967000,0,0.00
4,18,651.8047,162954000,162954000,0,0.00
4,19,711.0453,177765000,177756000,9000,0.01
4,20,17.3422,4338000,4336500,1500,0.03
4,21,148.0090,37005000,37005000,0,0.00
5,0,26.7508,6690000,6688500,1500,0.02
5,1,1.5913,399000,399000,0,0.00
5,2,90.1417,22536000,22536000,0,0.00
5,3,0.7802,195000,195000,0,0.00
5,4,145.4697,36369000,36367500,1500,0.00
5,6,31.9313,7983000,7983000,0,0.00
5,7,14.6969,3675000,3675000,0,0.00
5,8,0.0973,25500,25500,0,0.00
5,9,14.5143,3631500,3628500,3000,0.08
5,10,0.0457,9000,9000,0,0.00
5,11,2.3532,591000,138000,453000,76.65
5,12,20.1540,5040000,5038500,1500,0.03
5,13,0.3569,88500,87000,1500,1.69
5,14,20.8332,5211000,4476000,735000,14.10
5,15,7.6451,1912500,1911000,1500,0.08
5,16,0.6149,153000,150000,3000,1.96
5,17,3.4121,853500,852000,1500,0.18
5,18,12.8274,3210000,3205500,4500,0.14
5,19,1.9417,489000,483000,6000,1.23
5,20,0.4804,121500,117000,4500,3.70
5,21,102.7719,25695000,25690500,4500,0.02
6,0,5.2377,1311000,1311000,0,0.00
6,1,19.0887,4774500,4774500,0,0.00
6,2,54.3564,13590000,13590000,0,0.00
6,3,15.4332,3859500,3859500,0,0.00
6,4,57.8851,14473500,14473500,0,0.00
6,5,37.3139,9328500,9328500,0,0.00
6,7,10.9373,2737500,2737500,0,0.00
6,8,1.0860,276000,273000,3000,1.09
6,9,1.5169,381000,381000,0,0.00
6,10,0.4954,124500,124500,0,0.00
6,11,1.1876,298500,42000,256500,85.93
6,12,1.7098,429000,429000,0,0.00
6,13,0.2126,54000,54000,0,0.00
6,14,426.4231,106608000,106603500,4500,0.00
6,15,8.1944,2050500,2049000,1500,0.07
6,16,6.8608,1717500,1714500,3000,0.17
6,17,1.3195,331500,331500,0,0.00
6,18,55.0836,13773000,13771500,1500,0.01
6,19,7.0540,1767000,1765500,1500,0.08
6,20,5.2265,1308000,1303500,4500,0.34
6,21,23.7019,5926500,5926500,0,0.00
7,0,61.7940,15451500,15450000,1500,0.01
7,1,5.5875,1399500,1089000,310500,22.19
7,2,17.3154,4332000,4327500,4500,0.10
7,3,1.5444,390000,381000,9000,2.31
7,4,3479.3457,869839500,813798000,56041500,6.44
7,5,4.5652,1143000,1143000,0,0.00
7,6,2.9390,738000,738000,0,0.00
7,8,2.7658,694500,688500,6000,0.86
7,9,61.5786,15399000,15391500,7500,0.05
7,10,0.1690,39000,36000,3000,7.69
