src,dst,path_idx,path_hops,demand_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
0,1,0,q_r1_r5 | q_r5_r7 | q_r7_r2,25.4193,54000,54000,0,0.00
0,1,1,q_r1_r3 | q_r3_r7 | q_r7_r2,25.4193,2122500,2122500,0,0.00
0,1,2,q_r1_r5 | q_r5_r15 | q_r15_r2,25.4193,4180500,4180500,0,0.00
0,2,0,q_r1_r3,71.5148,17880000,17880000,0,0.00
0,4,0,q_r1_r5,33.4483,8314500,8314500,0,0.00
0,4,1,q_r1_r3 | q_r3_r13 | q_r13_r5,33.4483,9000,9000,0,0.00
0,4,2,q_r1_r3 | q_r3_r7 | q_r7_r5,33.4483,25500,25500,0,0.00
0,4,3,q_r1_r16 | q_r16_r22 | q_r22_r19 | q_r19_r5,33.4483,16500,16500,0,0.00
0,6,0,q_r1_r5 | q_r5_r7,0.5656,45000,45000,0,0.00
0,6,1,q_r1_r3 | q_r3_r7,0.5656,97500,97500,0,0.00
0,7,0,q_r1_r5 | q_r5_r8,191.5039,19014000,19014000,0,0.00
0,7,1,q_r1_r3 | q_r3_r13 | q_r13_r8,191.5039,4069500,4068000,1500,0.04
0,7,2,q_r1_r5 | q_r5_r13 | q_r13_r8,191.5039,24750000,24750000,0,0.00
0,7,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r8,191.5039,46500,46500,0,0.00
0,8,0,q_r1_r20 | q_r20_r9,431.5479,55191000,55188000,3000,0.01
0,8,1,q_r1_r10 | q_r10_r9,431.5479,22915500,22915500,0,0.00
0,8,2,q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,431.5479,27826500,27825000,1500,0.01
0,8,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,431.5479,1957500,1957500,0,0.00
0,9,0,q_r1_r10,1467.0749,365938500,365935500,3000,0.00
0,9,1,q_r1_r20 | q_r20_r9 | q_r9_r10,1467.0749,34500,33000,1500,4.35
0,9,2,q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1467.0749,640500,640500,0,0.00
0,9,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1467.0749,159000,159000,0,0.00
0,10,0,q_r1_r5 | q_r5_r11,0.1404,16500,16500,0,0.00
0,10,2,q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,0.1404,19500,19500,0,0.00
0,11,0,q_r1_r5 | q_r5_r13 | q_r13_r12,416.9652,1236000,183000,1053000,85.19
0,11,1,q_r1_r3 | q_r3_r13 | q_r13_r12,416.9652,50338500,9055500,41283000,82.01
0,11,2,q_r1_r5 | q_r5_r15 | q_r15_r12,416.9652,52302000,23520000,28782000,55.03
0,11,3,q_r1_r16 | q_r16_r22 | q_r22_r15 | q_r15_r12,416.9652,367500,112500,255000,69.39
0,12,0,q_r1_r5 | q_r5_r13,36.4174,4014000,4014000,0,0.00
0,12,1,q_r1_r3 | q_r3_r13,36.4174,5088000,5088000,0,0.00
0,12,3,q_r1_r3 | q_r3_r7 | q_r7_r6 | q_r6_r13,36.4174,4500,4500,0,0.00
0,14,0,q_r1_r5 | q_r5_r15,12.2451,3060000,3060000,0,0.00
0,15,0,q_r1_r16,6.8388,1710000,1710000,0,0.00
0,17,2,q_r1_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,0.0177,4500,4500,0,0.00
0,18,0,q_r1_r5 | q_r5_r19,887.9212,209439000,209436000,3000,0.00
0,18,2,q_r1_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,887.9212,10633500,10632000,1500,0.01
0,18,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r19,887.9212,1909500,1909500,0,0.00
0,19,0,q_r1_r20,1383.6580,223300500,223294500,6000,0.00
0,19,1,q_r1_r10 | q_r10_r9 | q_r9_r20,1383.6580,53923500,53922000,1500,0.00
0,19,2,q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1383.6580,54841500,54837000,4500,0.01
0,19,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1383.6580,13852500,13851000,1500,0.01
0,21,1,q_r1_r5 | q_r5_r19 | q_r19_r22,1.4882,111000,109500,1500,1.35
0,21,2,q_r1_r3 | q_r3_r7 | q_r7_r22,1.4882,262500,261000,1500,0.57
1,0,1,q_r2_r7 | q_r7_r3 | q_r3_r1,1.4289,253500,253500,0,0.00
1,0,2,q_r2_r7 | q_r7_r5 | q_r5_r1,1.4289,105000,105000,0,0.00
1,2,0,q_r2_r7 | q_r7_r3,1.4389,352500,352500,0,0.00
1,2,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r3,1.4389,7500,7500,0,0.00
1,3,1,q_r2_r7 | q_r7_r5 | q_r5_r4,0.0120,3000,3000,0,0.00
1,4,0,q_r2_r15 | q_r15_r5,13.8513,118500,118500,0,0.00
1,4,1,q_r2_r7 | q_r7_r5,13.8513,3346500,3346500,0,0.00
1,5,0,q_r2_r7 | q_r7_r6,0.4175,55500,55500,0,0.00
1,5,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r6,0.4175,49500,49500,0,0.00
1,6,0,q_r2_r7,17.2462,4011000,4011000,0,0.00
1,6,2,q_r2_r15 | q_r15_r5 | q_r5_r7,17.2462,282000,282000,0,0.00
1,6,3,q_r2_r15 | q_r15_r22 | q_r22_r7,17.2462,21000,21000,0,0.00
1,7,1,q_r2_r7 | q_r7_r5 | q_r5_r8,0.1165,24000,24000,0,0.00
1,7,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r8,0.1165,4500,4500,0,0.00
1,9,0,q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,54.7948,9000,7500,1500,16.67
1,9,1,q_r2_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,54.7948,9447000,9447000,0,0.00
1,9,2,q_r2_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,54.7948,4245000,4245000,0,0.00
1,10,3,q_r2_r7 | q_r7_r5 | q_r5_r11,0.0226,3000,3000,0,0.00
1,12,1,q_r2_r7 | q_r7_r3 | q_r3_r13,11.1430,2739000,2739000,0,0.00
1,12,2,q_r2_r15 | q_r15_r12 | q_r12_r13,11.1430,48000,13500,34500,71.88
1,13,1,q_r2_r7 | q_r7_r14,0.0404,6000,4500,1500,25.00
1,13,2,q_r2_r15 | q_r15_r5 | q_r5_r7 | q_r7_r14,0.0404,4500,4500,0,0.00
1,14,0,q_r2_r15,47.5462,11859000,11859000,0,0.00
1,14,1,q_r2_r7 | q_r7_r22 | q_r22_r15,47.5462,9000,9000,0,0.00
1,14,2,q_r2_r7 | q_r7_r5 | q_r5_r15,47.5462,22500,22500,0,0.00
1,15,0,q_r2_r15 | q_r15_r22 | q_r22_r16,2.0930,192000,192000,0,0.00
1,15,1,q_r2_r7 | q_r7_r22 | q_r22_r16,2.0930,333000,333000,0,0.00
1,16,1,q_r2_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,0.0449,9000,7500,1500,16.67
